Date,Kabupaten,Price,temperature_celsius,dewpoint_Celsius,precipitation,mean_pressure
2019-08-01,Bangkalan,12.0,26.112523786517826,20.5137979892865,0.0,100563.8128833932
2019-08-02,Bangkalan,12.0,26.393151195071948,20.887560303624312,0.0,100558.77678358754
2019-08-03,Bangkalan,12.0,26.134758495544293,18.979104322573217,0.0,100479.00607733276
2019-08-04,Bangkalan,12.0,25.811101918217073,17.796816882280115,0.0,100467.36474007792
2019-08-05,Bangkalan,12.05,25.0703419779097,17.5989655622264,0.0,100466.65472257602
2019-08-06,Bangkalan,12.15,25.29504140621915,18.394624377159563,0.0265650321077517,100386.87548975943
2019-08-07,Bangkalan,12.15,25.588113305282917,19.430026938829908,0.0,100334.60580185924
2019-08-08,Bangkalan,12.15,25.79275012340406,20.09596050041196,0.0279301221814288,100402.13480770357
2019-08-09,Bangkalan,12.15,25.967903568892268,20.049418331781524,0.0,100434.79235923402
2019-08-10,Bangkalan,12.15,26.011586404529073,20.250899867544344,0.0,100419.46881591252
2019-08-11,Bangkalan,12.15,26.379970704829603,20.641829672460727,0.0,100446.06668323644
2019-08-12,Bangkalan,12.15,27.088045576879548,21.61211981572121,0.0,100500.6165964174
2019-08-13,Bangkalan,12.15,26.967487418913535,21.771309387828268,0.0,100546.52662565628
2019-08-14,Bangkalan,12.15,26.892749279337064,21.123116277392757,0.0,100575.8685010856
2019-08-15,Bangkalan,12.15,26.814744146979734,22.10686750508167,1.3575838278667487,100580.26363300568
2019-08-16,Bangkalan,12.15,26.283703901323236,20.56894655512121,1.9510809252220565,100602.02572294544
2019-08-17,Bangkalan,12.15,26.173584364755293,19.58534411039598,0.0,100600.28231722258
2019-08-18,Bangkalan,12.15,26.00962911413624,19.10557764797416,0.0,100551.51785745104
2019-08-19,Bangkalan,12.15,26.48418142102078,18.90423257826845,0.0,100551.55601122604
2019-08-20,Bangkalan,12.15,26.955374822549278,19.31582253799453,0.0,100412.95453133248
2019-08-21,Bangkalan,12.15,27.313449890009984,21.403383864611477,0.0,100469.06700600308
2019-08-22,Bangkalan,12.15,26.867388414328687,21.00609551117252,0.0,100586.85406116338
2019-08-23,Bangkalan,12.15,26.477890429208472,20.62338460972416,0.0,100553.9501972846
2019-08-24,Bangkalan,12.15,26.75623354137072,20.76113911781335,0.0,100474.65697849028
2019-08-25,Bangkalan,12.15,27.179607955895214,21.3030691655009,0.0,100426.86162978146
2019-08-26,Bangkalan,12.15,27.14810713648248,21.6743726464004,0.8367394748015622,100393.98577065273
2019-08-27,Bangkalan,12.0,26.820041826640654,21.312323847005835,0.0,100529.03424605512
2019-08-28,Bangkalan,12.0,26.53841067459516,20.220784364841474,0.0,100563.05043789242
2019-08-29,Bangkalan,12.0,26.39910084932797,20.89352160397264,0.0,100467.1869681686
2019-08-30,Bangkalan,12.0,26.452234943166122,20.421422250514752,0.0,100347.96050337778
2019-08-31,Bangkalan,12.0,26.356277724558804,20.103488237667914,0.0,100344.22862232162
2019-09-01,Bangkalan,12.0,26.82444890325559,21.021584291205244,0.0,100431.15858541922
2019-09-02,Bangkalan,12.0,26.51522920396657,21.36208291018917,0.0,100418.16481291616
2019-09-03,Bangkalan,12.0,25.97908174473525,21.258797937284,1.94721861317937,100447.67752163566
2019-09-04,Bangkalan,12.0,26.236214695675535,19.327503750750573,0.0,100493.3875218773
2019-09-05,Bangkalan,12.0,26.605965744640493,18.678640428883757,1.3357991433565624,100466.38684354964
2019-09-06,Bangkalan,12.0,26.548122971214564,20.210976317643716,0.2719406338096261,100515.3901678731
2019-09-07,Bangkalan,12.0,26.619552386170852,20.429591482822094,0.0,100528.65715281868
2019-09-08,Bangkalan,12.0,26.906981478089868,20.58877974855668,0.0,100518.28779217278
2019-09-09,Bangkalan,12.05,26.92574556662485,20.980098939800698,0.0,100566.12245109308
2019-09-10,Bangkalan,12.05,27.328860221602845,20.18716424077244,0.0,100626.43829634458
2019-09-11,Bangkalan,12.05,26.449597879250028,20.049226813766463,0.0,100652.95920885932
2019-09-12,Bangkalan,12.05,25.668678828120424,16.901001047376916,0.0,100673.79066082578
2019-09-13,Bangkalan,12.05,25.597017759590166,18.428215800521937,0.0,100648.20818791572
2019-09-14,Bangkalan,12.05,26.434148157431228,20.123448051532836,0.0,100541.63409658136
2019-09-15,Bangkalan,12.05,26.397782335501432,20.971370486939374,0.0,100432.92153837124
2019-09-16,Bangkalan,12.05,26.356471202117927,21.164114548685387,0.0,100415.16667357074
2019-09-17,Bangkalan,12.05,27.01889927870754,21.061486422845768,0.0,100544.18451376156
2019-09-18,Bangkalan,12.05,27.114925214477026,20.982827900356877,0.0,100558.89175408978
2019-09-19,Bangkalan,12.05,26.729593206285678,20.519486819168023,0.0,100494.03226112678
2019-09-20,Bangkalan,12.05,26.800818586922897,20.43215917731087,0.0,100447.21586182131
2019-09-21,Bangkalan,12.05,26.60570076705858,21.1765608716346,0.0,100437.31537577276
2019-09-22,Bangkalan,12.05,27.005818646579968,21.113996586322063,0.0,100519.48656807611
2019-09-23,Bangkalan,12.05,27.31136159859006,20.84579318631621,0.0,100535.26757697204
2019-09-24,Bangkalan,12.05,27.654543181155937,21.278488485650698,0.0,100515.49963235672
2019-09-25,Bangkalan,12.05,27.564661756149924,21.60769604548122,0.1595363406261356,100488.1326398166
2019-09-26,Bangkalan,12.05,27.493263866050565,22.053133133990567,3.4565406721873053,100566.65599983429
2019-09-27,Bangkalan,12.05,27.706332785295032,21.64520828923259,0.0,100563.30642460892
2019-09-28,Bangkalan,12.05,27.804229741084132,21.720294354652864,0.1988756409240339,100491.79848316948
2019-09-29,Bangkalan,12.05,27.635767318736896,21.16268487694899,0.0,100549.33974378888
2019-09-30,Bangkalan,12.05,27.878658168540802,20.783212777338218,0.0,100522.62766541351
2019-10-01,Bangkalan,12.05,27.88145886155605,20.964294821129243,0.0,100508.57386349904
2019-10-02,Bangkalan,12.05,28.293427425321276,20.869774135037787,0.0,100538.72755736436
2019-10-03,Bangkalan,12.05,28.43153599011236,20.77791642659784,3.9568497499989874,100508.0914827587
2019-10-04,Bangkalan,11.9,28.409651687470497,20.633176711564744,0.0,100446.31694818124
2019-10-05,Bangkalan,11.9,27.99523393181548,19.18261807841023,0.0,100408.08872111925
2019-10-06,Bangkalan,11.9,28.17372227630733,19.406024976909183,0.0,100406.1577741876
2019-10-07,Bangkalan,11.9,28.226340352271233,21.64054758478897,1.1793187628435358,100348.6674054052
2019-10-08,Bangkalan,12.0,28.261499647959315,21.98673242793177,0.0,100356.35413538244
2019-10-09,Bangkalan,12.0,28.291305431638666,21.624427109941188,0.0,100371.91246983768
2019-10-10,Bangkalan,12.0,28.47325472961267,20.7622558895205,0.0,100437.80740499092
2019-10-11,Bangkalan,12.0,28.72091948771291,20.406718758410623,0.0,100339.60556884586
2019-10-12,Bangkalan,12.0,28.528150243860566,22.08743683538331,0.0965822757764243,100315.23583537864
2019-10-13,Bangkalan,12.0,28.229023569555807,22.432221575629605,0.0,100321.9287894008
2019-10-14,Bangkalan,12.0,28.571754802526012,22.292454255789377,0.0,100348.4752470804
2019-10-15,Bangkalan,12.0,28.73852771619695,22.137187791240876,0.0,100338.0602244522
2019-10-16,Bangkalan,12.0,28.30062768945853,21.197849949950268,0.0,100328.37158203965
2019-10-17,Bangkalan,12.0,28.17971925727198,21.31207565516053,0.0,100283.8103633972
2019-10-18,Bangkalan,12.0,28.937836082778816,21.42768776589669,0.0,100306.97404576725
2019-10-19,Bangkalan,12.0,28.680183027400254,22.5467559000464,0.0,100388.9446826358
2019-10-20,Bangkalan,12.0,29.013421906097964,20.57634192262629,0.0,100353.1403119962
2019-10-21,Bangkalan,12.0,29.24116711759516,21.625343448729936,0.0205984766008789,100224.78343568656
2019-10-22,Bangkalan,12.0,29.206567121326522,22.106701021157317,0.0,100235.98410158686
2019-10-23,Bangkalan,12.0,28.90296717816815,21.813514173815165,0.0,100282.03712333825
2019-10-24,Bangkalan,12.0,28.5567472240014,22.31348999350745,0.0,100309.77658336869
2019-10-25,Bangkalan,12.0,28.44713511886238,21.861017755054828,0.0,100298.3580413762
2019-10-26,Bangkalan,12.0,28.483595521471518,22.739010218862585,0.0,100245.1898799722
2019-10-27,Bangkalan,12.0,28.533789598090877,22.511799411052127,0.0,100230.1957398259
2019-10-28,Bangkalan,12.0,28.631015414011106,22.123475853167044,0.0,100265.39450019502
2019-10-29,Bangkalan,12.0,29.032741919719594,22.616204535379133,0.0,100262.93362917392
2019-10-30,Bangkalan,12.0,28.968291183153564,22.594908972118795,0.0,100199.85929447014
2019-10-31,Bangkalan,12.0,29.216433008189654,22.78748713412387,1.319168620972259,100226.21008999489
2019-11-01,Bangkalan,12.0,28.95999234806634,22.948778443824764,5.243205849149232,100269.01263622649
2019-11-02,Bangkalan,12.0,27.93388557232618,23.16747618454841,4.5568964343154095,100380.1288391103
2019-11-03,Bangkalan,12.0,28.477077772264547,22.949238091131893,2.952216447358066,100440.24524221302
2019-11-04,Bangkalan,11.9,28.929983648377966,22.643930201995847,0.0,100448.11553491224
2019-11-05,Bangkalan,11.9,29.062200479068338,22.31875326236919,0.0,100285.25973218997
